每月對照使用,直飲臺編號,轄區分處,市別,場所別,場所次分類,所屬單位,場所名稱,地址,行政區,維護單位,連絡電話,場所開放時間,設置地點,經度,緯度,狀態,狀態異動日期時間,最近採樣日期時間,大腸桿菌數,水質及維護資訊網址,直飲台照片網址
1954a14,1954a14,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,仁愛樓1樓,121.520870,25.038585,正常,20260414T000000,20260304T134800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a14,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a14.JPG
1954a15,1954a15,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,仁愛樓1樓,121.520870,25.038585,正常,20260414T000000,20260304T144800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a15,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a15.JPG
1954a21,1954a21,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,忠孝樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T143500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a21.JPG
1954a22,1954a22,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,忠孝樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T143700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a22,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a22.JPG
1954a23,1954a23,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,仁愛樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T143300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a23,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a23.JPG
1954a24,1954a24,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,仁愛樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T143000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a24,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a24.JPG
1954a31,1954a31,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,忠孝樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T140800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a31.JPG
1954a33,1954a33,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,仁愛樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T141100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a33,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a33.JPG
1954a34,1954a34,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,仁愛樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T141300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954a34,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954a34.JPG
1954b12,1954b12,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,信義樓1樓,121.520870,25.038585,正常,20260414T000000,20260304T135900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b12,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b12.JPG
1954b14,1954b14,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓1樓,121.520870,25.038585,正常,20260414T000000,20260304T144400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b14,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b14.JPG
1954b15,1954b15,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓1樓,121.520870,25.038585,正常,20260414T000000,20260304T144500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b15,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b15.JPG
1954b21,1954b21,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,信義樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T143900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b21,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b21.JPG
1954b22,1954b22,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,信義樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T144100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b22,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b22.JPG
1954b25,1954b25,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T142600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b25,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b25.JPG
1954b26,1954b26,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓2樓,121.520870,25.038585,正常,20260414T000000,20260304T142800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b26,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b26.JPG
1954b31,1954b31,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,信義樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T140400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b31,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b31.JPG
1954b32,1954b32,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,信義樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T140200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b32,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b32.JPG
1954b36,1954b36,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T141900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b36,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b36.JPG
1954b37,1954b37,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓3樓,121.520870,25.038585,正常,20260414T000000,20260304T141600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b37,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b37.JPG
1954b41,1954b41,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓4樓,121.520870,25.038585,正常,20260414T000000,20260304T142100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b41,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b41.JPG
1954b42,1954b42,南區,臺北市,學校,國小,臺北市中正區東門國民小學,東門國小,臺北市中正區仁愛路1段2之4號,中正,東門國小總務處,23412822轉27,08:00~18:00,和平樓4樓,121.520870,25.038585,正常,20260414T000000,20260304T142300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=1954b42,https://gismobile.water.gov.taipei/WaterMap_drinkImg/1954b42.JPG
2001,2001,南區,臺北市,公園步道,區公所,臺北市文山區公所,忠順公園,臺北市文山區興隆路四段1巷15號964弄,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,涼亭旁,121.561178,24.983205,正常,20211201T090000,20260310T145700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2001,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2001.JPG
2002,2002,南區,臺北市,公園步道,區公所,臺北市文山區公所,久康公園,臺北市文山區久康街35號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.564433,24.989357,正常,20260414T000000,20260310T151600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2002,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2002.JPG
2003,2003,南區,臺北市,公園步道,區公所,臺北市文山區公所,保儀公園,臺北市文山區木新路3段50巷26號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,遊戲區旁,121.563698,24.983592,正常,20211201T090000,20260310T150200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2003,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2003.JPG
2004,2004,南區,臺北市,公園步道,區公所,臺北市文山區公所,木榮公園,臺北市文山區木新路2段156-1號對面,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,入口處,121.568861,24.984648,正常,20260414T000000,20260317T112000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2004,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2004.JPG
2006,2006,南區,臺北市,公園步道,公園處,工務局公園處,萬芳11號公園,臺北市文山區萬美街二段82號(萬寧街與萬美街交口),文山,工務局公園處南港管理所,02-27833685,0:00~24:00,公園內,121.563246,25.003300,正常,20260414T000000,20260310T152800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2006,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2006.JPG
2007,2007,南區,臺北市,公園步道,水利處,工務局水利工程處南區管理站,道南河濱公園,臺北市文山區木新路二段299巷與號恆光街30巷交叉口(恆光橋下),文山,工務局水利工程處南區管理站,27208889#2691,0:00~24:00,共融公園旁,121.567406,24.981491,正常,20260414T000000,20260310T144700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2007,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2007.JPG
2008,2008,南區,臺北市,公園步道,水利處,工務局水利工程處南區管理站,木柵河濱公園,臺北市文山區木新路三段417號(寶橋下),文山,工務局水利工程處南區管理站,27208889#2691,0:00~24:00,休憩空間旁,121.553800,24.979906,正常,20260414T000000,20260310T143200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2008,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2008.JPG
2009,2009,南區,臺北市,公園步道,區公所,臺北市文山區公所,興福公園,臺北市文山區景華街121巷17弄,文山,臺北市文山區公所,2936-5222#381,0:00~24:00,涼亭旁,121.546060,24.997032,正常,20260414T000000,20260310T140500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2009,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2009.JPG
2312a,2312a,北區,新北市,機關,三重市公所,新北市三重區公所,三重區公所,新北市三重區新北大道一段11號,三重,新北市三重區公所秘書室,29862345轉536,08:00~18:00,大門,121.488200,25.061027,正常,20211201T090000,20260120T141300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2312a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2312a.JPG
2312b,2312b,北區,新北市,機關,三重市公所,新北市三重區公所,三重區公所,新北市三重區新北大道一段11號,三重,新北市三重區公所秘書室,29862345轉536,08:00~18:00,停車場,121.488662,25.061032,正常,20211201T090000,20260120T141800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2312b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2312b.JPG
2430,2430,東區,臺北市,捷運站,文湖線,臺北大眾捷運股份有限公司,松山機場站,臺北市松山區敦化北路338號,松山,臺北大眾捷運股份有限公司(棕線),25363001#8653,06:00~23:00,3號出口,121.552116,25.063067,正常,20211201T090000,20260108T134500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2430,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2430.JPG
2442a,2442a,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,南京復興站,臺北市中山區南京東路3段253號,中山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,2號出口,121.541823,25.051712,正常,20211201T090000,20260204T113500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2442a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2442a.JPG
2442b,2442b,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,南京復興站,臺北市中山區南京東路3段253號,中山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,2號出口,121.541823,25.051712,正常,20211201T090000,20260204T114400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2442b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2442b.JPG
2443a,2443a,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,台北小巨蛋站,臺北市松山區南京東路4段10-1號,松山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,2號出口,121.551023,25.051515,正常,20211201T090000,20260204T120700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2443a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2443a.JPG
2443b,2443b,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,台北小巨蛋站,臺北市松山區南京東路4段10-1號,松山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,2號出口,121.551023,25.051515,正常,20211201T090000,20260204T121500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2443b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2443b.JPG
2444a,2444a,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,南京三民站,臺北市松山區南京東路5段237號,松山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.563305,25.051539,正常,20260414T000000,20260204T123400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2444a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2444a.JPG
2444b,2444b,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,南京三民站,臺北市松山區南京東路5段237號,松山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,1號出口,121.563305,25.051539,正常,20260414T000000,20260204T124200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2444b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2444b.JPG
2445a,2445a,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,松山站,臺北市松山區八德路4段742號,松山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,3號出口,121.578119,25.050361,正常,20211201T090000,20260204T125800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2445a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2445a.JPG
2445b,2445b,東區,臺北市,捷運站,松山新店線,臺北大眾捷運股份有限公司,松山站,臺北市松山區八德路4段742號,松山,臺北大眾捷運股份有限公司(紅綠線),25363001#8653,06:00~23:00,3號出口,121.578119,25.050361,正常,20211201T090000,20260204T130600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2445b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2445b.JPG
2446,2446,東區,臺北市,公園步道,公園處,工務局公園處,三民公園,臺北市松山區撫遠街298號,松山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,遊戲場旁,121.567650,25.061790,正常,20260414T000000,20260108T095200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2446,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2446.JPG
2446a,2446a,東區,臺北市,公園步道,公園處,工務局公園處,三民公園,臺北市松山區撫遠街298號對面,松山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,入口牌樓左側,121.566750,25.061379,正常,20211201T090000,20260108T095800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2446a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2446a.JPG
2447,2447,東區,臺北市,機關,體育局,臺北自來水事業處,臺北田徑場,八德路三段與敦化北路,松山,北水處東區分處,87703360,0:00~24:00,八德路三段10-1號對面,121.550179,25.048390,正常,20260414T000000,20260108T092400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2447,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2447.JPG
2450,2450,東區,臺北市,場館,民生辦公大樓,民生辦公大樓管理服務中心,資訊科技服務大樓,臺北市松山區民生東路4段133號,松山,民生辦公大樓管理負責人,27160802,0:00~24:00,人行道,121.554839,25.058341,正常,20211201T090000,20260108T102900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2450,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2450.JPG
2451,2451,東區,臺北市,公園步道,水利處,工務局水利工程處東區左岸管理站,成美左岸河濱公園,臺北市南港區成美河濱公園,南港,工務局水利工程處東區左岸管理站,27208889#2691,0:00~24:00,籃球場,121.587930,25.054729,正常,20260414T000000,20260108T105300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2451,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2451.JPG
2453,2453,東區,臺北市,公園步道,公園處,工務局公園處,民生公園,臺北市松山區民生東路5段36巷4弄17號,松山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,步道,121.557821,25.057544,正常,20260414T000000,20260210T112100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2453,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2453.JPG
2454,2454,東區,臺北市,公園步道,公園處,工務局公園處,富民生態公園,臺北市松山區新東街41之7號,松山,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,步道,121.565426,25.060523,正常,20211201T090000,20260210T113200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2454,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2454.JPG
2455,2455,南區,臺北市,公園步道,區公所,臺北市松山區公所,敦化公園,臺北市松山區八德路3段12巷52弄3號對面,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,遊戲區旁,121.550507,25.046403,正常,20260414T000000,20260210T143900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2455,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2455.JPG
2456,2456,南區,臺北市,公園步道,區公所,臺北市松山區公所,吉仁公園,臺北市松山區八德路3段與延吉街交口,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,涼亭旁,121.553510,25.047900,正常,20211201T090000,20260210T143200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2456,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2456.JPG
2457,2457,東區,臺北市,公園步道,區公所,臺北市松山區公所,健康公園,臺北市松山區寶清街111巷40號,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,花圃內,121.568940,25.054110,正常,20211201T090000,20260210T115600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2457,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2457.JPG
2458,2458,東區,臺北市,公園步道,區公所,臺北市松山區公所,寶清公園,臺北市松山區寶寶清街30巷22號,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,步道,121.567676,25.052155,正常,20211201T090000,20260210T120300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2458,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2458.JPG
2459,2459,東區,臺北市,公園步道,區公所,臺北市松山區公所,西松公園,臺北市松山區南京東路5段251１巷50弄13號,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,花圃內,121.564043,25.053873,正常,20211201T090000,20260210T140800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2459,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2459.JPG
2460,2460,東區,臺北市,公園步道,區公所,臺北市松山區公所,民有1號公園,臺北市松山區民權東路3段160巷15號,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,步道,121.547639,25.060756,正常,20211201T090000,20260210T110900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2460,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2460.JPG
2461,2461,東區,臺北市,公園步道,區公所,臺北市信義區公所,永春公園,臺北市信義區忠孝東路五段703巷1弄24號對面,信義,臺北市信義區公所,27239777#707,0:00~24:00,圓形廣場座椅、燈桿旁,121.579160,25.042310,正常,20211201T090000,20260210T152800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2461,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2461.JPG
2462,2462,東區,臺北市,公園步道,區公所,臺北市松山區公所,敦中公園,臺北市松山區敦化北路4巷,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,北側入口處右側,121.545960,25.049990,正常,20260414T000000,20260210T105000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2462,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2462.JPG
2463,2463,東區,臺北市,公園步道,區公所,臺北市松山區公所,慶城公園,臺北市松山區慶城街16巷7號對面,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,西側入口處右側,121.546170,25.053240,正常,20211201T090000,20260210T105900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2463,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2463.JPG
2464,2464,東區,臺北市,公園步道,區公所,臺北市松山區公所,鵬程公園,臺北市松山區健康路325巷12弄28號左前方,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,西側入口處左側,121.568550,25.055680,正常,20260414T000000,20260210T114900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2464,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2464.JPG
2465,2465,東區,臺北市,公園步道,區公所,臺北市松山區公所,新東公園,臺北市松山區民生東路5段與撫遠街交口附近,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,北側入口處右側,121.568340,25.059020,正常,20211201T090000,20260210T114200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2465,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2465.JPG
2466,2466,東區,臺北市,公園步道,區公所,臺北市松山區公所,寧安公園,臺北市松山區寧安街60巷1號對面,松山,臺北市松山區公所,8787-8787#889,0:00~24:00,西側入口處右側,121.554820,25.050750,正常,20211201T090000,20260210T103900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2466,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2466.JPG
2472,2472,東區,臺北市,商圈夜市,臺北自來水事業處,金好家,饒河街觀光夜市,臺北市松山區饒河街39號對面,松山區,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,八德路4段與饒河街路口空地(牌樓前),121.572596,25.050060,正常,20260414T000000,20260108T110200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2472,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2472.JPG
2474,2474,東區,臺北市,商圈夜市,區公所,臺北市松山區公所,南京三民捷運站商圈,臺北市松山區八德路四段245巷52弄,松山區,臺北市松山區公所,8787-8787#889,0:00~24:00,遊戲區旁,121.563892,25.050500,正常,20260414T000000,20260108T093900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2474,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2474.JPG
2701,2701,東區,臺北市,公園步道,區公所,臺北市中山區公所,永盛公園,臺北市中山區民生東路一段23巷44號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,公園入口旁/Ubike旁,121.525055,25.058863,正常,20211201T090000,20260319T103600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2701,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2701.JPG
2702,2702,東區,臺北市,公園步道,區公所,臺北市中山區公所,新壽公園,臺北市中山區新生北路三段11巷63號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,休憩座椅旁,121.530064,25.063504,正常,20211201T090000,20260319T102500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2702,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2702.JPG
2708,2708,東區,臺北市,公園步道,區公所,臺北市中山區公所,錦州公園,臺北市中山區中原街106號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,兒童遊戲場旁休息區,121.529096,25.060629,正常,20211201T090000,20260319T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2708,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2708.JPG
2710,2710,東區,臺北市,公園步道,區公所,臺北市中山區公所,朱崙公園,臺北市中山區龍江路55巷,中山,臺北市中山區公所,25031369#538,0:00~24:00,廁所旁,121.541642,25.049436,正常,20211215T100000,20260319T094900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2710,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2710.JPG
2713a,2713a,東區,臺北市,公園步道,工程處,工務局大地工程處,劍潭山親山步道,臺北市中山區中山北路四段1巷1弄,中山,大地工程處道路步道科,27593001轉2312,0:00~24:00,藍鵲平台旁,121.528652,25.080599,正常,20260414T000000,20260319T135900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2713a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2713a.JPG
2713b,2713b,東區,臺北市,公園步道,工程處,工務局大地工程處,劍潭山親山步道,臺北市中山區中山北路四段67號旁,中山,大地工程處道路步道科,27593001轉2312,0:00~24:00,步道口旁,121.524536,25.080885,正常,20260414T000000,20260319T134400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2713b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2713b.JPG
2715,2715,東區,臺北市,公園步道,區公所,臺北市中山區公所,興國公園,臺北市中山區遼寧街177號對面,中山,臺北市中山區公所,25031369#538,0:00~24:00,洗手台旁,121.541634,25.053095,正常,20260414T000000,20260319T095300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2715,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2715.JPG
2716,2716,北區,臺北市,公園步道,區公所,臺北市中山區公所,永靜公園,台北市中山區中山北路2段12巷4-3號旁,中山,臺北市中山區公所,25031369#538,0:00~24:00,人行道出入口,121.521100,25.061700,正常,20260414T000000,20260122T104200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2716,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2716.JPG
